# Figure-4 interim queue ledger. One row per RUN, one run per pressure leg.
# Separate from screen_ledger.csv on purpose: that file is the sealed section 9
# ledger of the reference screen, and these runs belong to the Figure-4
# pre-analysis amendment, not to the sealed screen. `pressure` and `segment`
# are columns here that section 9 does not have -- section 9's column set is
# sealed and its two pressure legs are therefore two identical-looking rows.
# This file is mine, so it records the leg and the segment that produced it.
stem,stage,grade,pressure,segment,init_cycles,prod_cycles,job,walltime,nsim,group,attempt,status,submitted_at
2004[In][tcs]3[ASR]1,stage1,floor,p05,sample,2000,10000,f4_80_p05,06:06:00,1350,ac,1,submitted,2026-09-02T21:32:35Z
2004[In][tcs]3[ASR]1,stage1,floor,p65,sample,2000,10000,f4_80_p65,06:06:00,1350,aa,1,submitted,2026-09-02T21:32:35Z
2004[La][lhb]3[ION]1,stage1,floor,p05,sample,2000,10000,f4_81_p05,16:06:00,3564,amd,1,submitted,2026-09-02T21:32:35Z
2004[La][lhb]3[ION]1,stage1,floor,p65,sample,2000,10000,f4_81_p65,16:06:00,3564,ac,1,submitted,2026-09-02T21:32:35Z
2004[La][nan]3[ASR]1,stage1,floor,p05,sample,2000,10000,f4_82_p05,27:49:00,6156,aa,1,submitted,2026-09-02T21:32:35Z
2004[La][nan]3[ASR]1,stage1,floor,p65,sample,2000,10000,f4_82_p65,27:49:00,6156,amd,1,submitted,2026-09-02T21:32:35Z
2004[Mn][dia]3[ASR]2,stage1,floor,p05,sample,2000,10000,f4_83_p05,08:47:00,1944,ac,1,submitted,2026-09-02T21:32:35Z
2004[Mn][dia]3[ASR]2,stage1,floor,p65,sample,2000,10000,f4_83_p65,08:47:00,1944,aa,1,submitted,2026-09-02T21:32:35Z
2004[Mn][dia]3[ASR]4,stage1,floor,p05,sample,2000,10000,f4_84_p05,08:47:00,1944,amd,1,submitted,2026-09-02T21:32:35Z
2004[Mn][dia]3[ASR]4,stage1,floor,p65,sample,2000,10000,f4_84_p65,08:47:00,1944,ac,1,submitted,2026-09-02T21:32:35Z
2004[Mn][fet]3[ASR]2,stage1,floor,p05,sample,2000,10000,f4_85_p05,10:44:00,2376,aa,1,submitted,2026-09-02T21:32:35Z
2004[Mn][fet]3[ASR]2,stage1,floor,p65,sample,2000,10000,f4_85_p65,10:44:00,2376,amd,1,submitted,2026-09-02T21:32:35Z
2004[Pr][nan]3[ASR]1,stage1,floor,p05,sample,2000,10000,f4_86_p05,16:11:00,3584,ac,1,submitted,2026-09-02T21:32:35Z
2004[Pr][nan]3[ASR]1,stage1,floor,p65,sample,2000,10000,f4_86_p65,16:11:00,3584,aa,1,submitted,2026-09-02T21:32:35Z
2004[Tb][mog]3[ASR]1,stage1,floor,p05,sample,2000,10000,f4_87_p05,13:40:00,3024,amd,1,submitted,2026-09-02T21:32:35Z
2004[Tb][mog]3[ASR]1,stage1,floor,p65,sample,2000,10000,f4_87_p65,13:40:00,3024,ac,1,submitted,2026-09-02T21:32:35Z
2005[Co][dia]3[ASR]3,stage1,floor,p05,sample,2000,10000,f4_88_p05,08:47:00,1944,aa,1,submitted,2026-09-02T21:32:35Z
2005[Co][dia]3[ASR]3,stage1,floor,p65,sample,2000,10000,f4_88_p65,08:47:00,1944,amd,1,submitted,2026-09-02T21:32:35Z
2005[Co][nan]3[ASR]5,stage1,floor,p05,sample,2000,10000,f4_89_p05,08:18:00,1840,ac,1,submitted,2026-09-02T21:32:35Z
2005[Co][nan]3[ASR]5,stage1,floor,p65,sample,2000,10000,f4_89_p65,08:18:00,1840,aa,1,submitted,2026-09-02T21:32:35Z
2005[Cu][eta]3[ASR]1,stage1,floor,p05,sample,2000,10000,f4_90_p05,08:47:00,1944,amd,1,submitted,2026-09-02T21:32:35Z
2005[Cu][eta]3[ASR]1,stage1,floor,p65,sample,2000,10000,f4_90_p65,08:47:00,1944,ac,1,submitted,2026-09-02T21:32:35Z
2005[Cu][sxd]3[ASR]1,stage1,floor,p05,sample,2000,10000,f4_91_p05,09:15:00,2048,aa,1,submitted,2026-09-02T21:32:35Z
2005[Cu][sxd]3[ASR]1,stage1,floor,p65,sample,2000,10000,f4_91_p65,09:15:00,2048,amd,1,submitted,2026-09-02T21:32:35Z
2005[Er][nan]3[ASR]1,stage1,floor,p05,sample,2000,10000,f4_92_p05,09:32:00,2112,ac,1,submitted,2026-09-02T21:32:35Z
2005[Er][nan]3[ASR]1,stage1,floor,p65,sample,2000,10000,f4_92_p65,09:32:00,2112,aa,1,submitted,2026-09-02T21:32:35Z
2005[Fe][bpq]3[ASR]1,stage1,floor,p05,sample,2000,10000,f4_93_p05,08:14:00,1824,amd,1,submitted,2026-09-02T21:32:35Z
2005[Fe][bpq]3[ASR]1,stage1,floor,p65,sample,2000,10000,f4_93_p65,08:14:00,1824,ac,1,submitted,2026-09-02T21:32:35Z
2005[Fe][nan]3[ASR]1,stage1,floor,p05,sample,2000,10000,f4_94_p05,09:15:00,2048,aa,1,submitted,2026-09-02T21:32:35Z
2005[Fe][nan]3[ASR]1,stage1,floor,p65,sample,2000,10000,f4_94_p65,09:15:00,2048,amd,1,submitted,2026-09-02T21:32:35Z
2005[Mn][lvt]2[ASR]10,stage1,floor,p05,sample,2000,10000,f4_95_p05,18:30:00,4096,ac,1,submitted,2026-09-02T21:32:35Z
2005[Mn][lvt]2[ASR]10,stage1,floor,p65,sample,2000,10000,f4_95_p65,18:30:00,4096,aa,1,submitted,2026-09-02T21:32:35Z
2005[Mn][lvt]2[ASR]2,stage1,floor,p05,sample,2000,10000,f4_96_p05,13:18:00,2944,amd,1,submitted,2026-09-02T21:32:35Z
2005[Mn][lvt]2[ASR]2,stage1,floor,p65,sample,2000,10000,f4_96_p65,13:18:00,2944,ac,1,submitted,2026-09-02T21:32:35Z
2005[Mn][lvt]2[ASR]6,stage1,floor,p05,sample,2000,10000,f4_97_p05,14:36:00,3232,aa,1,submitted,2026-09-02T21:32:35Z
2005[Mn][lvt]2[ASR]6,stage1,floor,p65,sample,2000,10000,f4_97_p65,14:36:00,3232,amd,1,submitted,2026-09-02T21:32:35Z
2005[Mn][lvt]2[ASR]8,stage1,floor,p05,sample,2000,10000,f4_98_p05,14:36:00,3232,ac,1,submitted,2026-09-02T21:32:35Z
2005[Mn][lvt]2[ASR]8,stage1,floor,p65,sample,2000,10000,f4_98_p65,14:36:00,3232,aa,1,submitted,2026-09-02T21:32:35Z
2005[Mn][lvt]3[FSR]4,stage1,floor,p05,sample,2000,10000,f4_99_p05,20:14:00,4480,amd,1,submitted,2026-09-02T21:32:35Z
2005[Mn][lvt]3[FSR]4,stage1,floor,p65,sample,2000,10000,f4_99_p65,20:14:00,4480,ac,1,submitted,2026-09-02T21:32:35Z
2005[Nd][sqc]3[FSR]1,stage1,floor,p05,sample,2000,10000,f4_100_p05,09:45:00,2160,aa,1,submitted,2026-09-02T21:32:35Z
2005[Nd][sqc]3[FSR]1,stage1,floor,p65,sample,2000,10000,f4_100_p65,09:45:00,2160,amd,1,submitted,2026-09-02T21:32:35Z
2005[Pr][noy]3[ASR]1,stage1,floor,p05,sample,2000,10000,f4_101_p05,07:48:00,1728,ac,1,submitted,2026-09-02T21:32:35Z
2005[Pr][noy]3[ASR]1,stage1,floor,p65,sample,2000,10000,f4_101_p65,07:48:00,1728,aa,1,submitted,2026-09-02T21:32:35Z
2005[Sc][rob]3[ION]1,stage1,floor,p05,sample,2000,10000,f4_102_p05,13:09:00,2912,amd,1,submitted,2026-09-02T21:32:35Z
2005[Sc][rob]3[ION]1,stage1,floor,p65,sample,2000,10000,f4_102_p65,13:09:00,2912,ac,1,submitted,2026-09-02T21:32:35Z
2005[ZnU][nan]3[ASR]1,stage1,floor,p05,sample,2000,10000,f4_103_p05,11:16:00,2496,aa,1,submitted,2026-09-02T21:32:35Z
2005[ZnU][nan]3[ASR]1,stage1,floor,p65,sample,2000,10000,f4_103_p65,11:16:00,2496,amd,1,submitted,2026-09-02T21:32:35Z
2005[ZnU][nan]3[FSR]1,stage1,floor,p05,sample,2000,10000,f4_104_p05,13:27:00,2976,ac,1,submitted,2026-09-02T21:32:35Z
2005[ZnU][nan]3[FSR]1,stage1,floor,p65,sample,2000,10000,f4_104_p65,13:27:00,2976,aa,1,submitted,2026-09-02T21:32:35Z
2005[Zn][dia]3[ASR]1,stage1,floor,p05,sample,2000,10000,f4_105_p05,08:47:00,1944,amd,1,submitted,2026-09-02T21:32:35Z
2005[Zn][dia]3[ASR]1,stage1,floor,p65,sample,2000,10000,f4_105_p65,08:47:00,1944,ac,1,submitted,2026-09-02T21:32:35Z
2005[Zn][nan]3[ASR]1,stage1,floor,p05,sample,2000,10000,f4_106_p05,08:27:00,1872,aa,1,submitted,2026-09-02T21:32:35Z
2005[Zn][nan]3[ASR]1,stage1,floor,p65,sample,2000,10000,f4_106_p65,08:27:00,1872,amd,1,submitted,2026-09-02T21:32:35Z
2005[Zn][nan]3[ASR]2,stage1,floor,p05,sample,2000,10000,f4_107_p05,08:27:00,1872,ac,1,submitted,2026-09-02T21:32:35Z
2005[Zn][nan]3[ASR]2,stage1,floor,p65,sample,2000,10000,f4_107_p65,08:27:00,1872,aa,1,submitted,2026-09-02T21:32:35Z
2005[Zn][nan]3[ASR]6,stage1,floor,p05,sample,2000,10000,f4_108_p05,10:37:00,2349,amd,1,submitted,2026-09-02T21:32:35Z
2005[Zn][nan]3[ASR]6,stage1,floor,p65,sample,2000,10000,f4_108_p65,10:37:00,2349,ac,1,submitted,2026-09-02T21:32:35Z
2005[Zn][rtl]3[ION]1,stage1,floor,p05,sample,2000,10000,f4_109_p05,13:01:00,2880,aa,1,submitted,2026-09-02T21:32:35Z
2005[Zn][rtl]3[ION]1,stage1,floor,p65,sample,2000,10000,f4_109_p65,13:01:00,2880,amd,1,submitted,2026-09-02T21:32:35Z
2005[Zn][srs]3[ASR]6,stage1,floor,p05,sample,2000,10000,f4_110_p05,05:51:00,1296,ac,1,submitted,2026-09-02T21:32:35Z
2005[Zn][srs]3[ASR]6,stage1,floor,p65,sample,2000,10000,f4_110_p65,05:51:00,1296,aa,1,submitted,2026-09-02T21:32:35Z
2005[Zn][srs]3[ASR]8,stage1,floor,p05,sample,2000,10000,f4_111_p05,05:51:00,1296,amd,1,submitted,2026-09-02T21:32:35Z
2005[Zn][srs]3[ASR]8,stage1,floor,p65,sample,2000,10000,f4_111_p65,05:51:00,1296,ac,1,submitted,2026-09-02T21:32:35Z
2006[CoAg][utp]3[ASR]1,stage1,floor,p05,sample,2000,10000,f4_112_p05,09:00:00,1992,aa,1,submitted,2026-09-02T21:32:35Z
2006[CoAg][utp]3[ASR]1,stage1,floor,p65,sample,2000,10000,f4_112_p65,09:00:00,1992,amd,1,submitted,2026-09-02T21:32:35Z
2006[Co][mot]3[FSR]1,stage1,floor,p05,sample,2000,10000,f4_113_p05,17:08:00,3792,ac,1,submitted,2026-09-02T21:32:35Z
2006[Co][mot]3[FSR]1,stage1,floor,p65,sample,2000,10000,f4_113_p65,17:08:00,3792,aa,1,submitted,2026-09-02T21:32:35Z
2006[Co][nan]3[ASR]7,stage1,floor,p05,sample,2000,10000,f4_114_p05,11:03:00,2448,amd,1,submitted,2026-09-02T21:32:35Z
2006[Co][nan]3[ASR]7,stage1,floor,p65,sample,2000,10000,f4_114_p65,11:03:00,2448,ac,1,submitted,2026-09-02T21:32:35Z
2006[Cu][bcu]3[ASR]1,stage1,floor,p05,sample,2000,10000,f4_115_p05,09:26:00,2088,aa,1,submitted,2026-09-02T21:32:35Z
2006[Cu][bcu]3[ASR]1,stage1,floor,p65,sample,2000,10000,f4_115_p65,09:26:00,2088,amd,1,submitted,2026-09-02T21:32:35Z
2006[Cu][nan]2[ASR]1,stage1,floor,p05,sample,2000,10000,f4_116_p05,13:40:00,3024,ac,1,submitted,2026-09-02T21:32:35Z
2006[Cu][nan]2[ASR]1,stage1,floor,p65,sample,2000,10000,f4_116_p65,13:40:00,3024,aa,1,submitted,2026-09-02T21:32:35Z
2006[Cu][sra]3[ASR]1,stage1,floor,p05,sample,2000,10000,f4_117_p05,10:44:00,2376,amd,1,submitted,2026-09-02T21:32:35Z
2006[Cu][sra]3[ASR]1,stage1,floor,p65,sample,2000,10000,f4_117_p65,10:44:00,2376,ac,1,submitted,2026-09-02T21:32:35Z
2006[Cu][sra]3[ION]1,stage1,floor,p05,sample,2000,10000,f4_118_p05,09:45:00,2160,aa,1,submitted,2026-09-02T21:32:35Z
2006[Cu][sra]3[ION]1,stage1,floor,p65,sample,2000,10000,f4_118_p65,09:45:00,2160,amd,1,submitted,2026-09-02T21:32:35Z
2006[Dy][nan]3[ASR]1,stage1,floor,p05,sample,2000,10000,f4_119_p05,09:21:00,2072,ac,1,submitted,2026-09-02T21:32:35Z
2006[Dy][nan]3[ASR]1,stage1,floor,p65,sample,2000,10000,f4_119_p65,09:21:00,2072,aa,1,submitted,2026-09-02T21:32:35Z
2006[Er][tfz]3[ASR]1,stage1,floor,p05,sample,2000,10000,f4_120_p05,08:08:00,1800,amd,1,submitted,2026-09-02T21:32:35Z
2006[Er][tfz]3[ASR]1,stage1,floor,p65,sample,2000,10000,f4_120_p65,08:08:00,1800,ac,1,submitted,2026-09-02T21:32:35Z
2006[Fe][nan]3[ASR]2,stage1,floor,p05,sample,2000,10000,f4_121_p05,09:15:00,2048,aa,1,submitted,2026-09-02T21:32:35Z
2006[Fe][nan]3[ASR]2,stage1,floor,p65,sample,2000,10000,f4_121_p65,09:15:00,2048,amd,1,submitted,2026-09-02T21:32:35Z
2006[La][bnn]3[ASR]1,stage1,floor,p05,sample,2000,10000,f4_122_p05,07:48:00,1728,ac,1,submitted,2026-09-02T21:32:35Z
2006[La][bnn]3[ASR]1,stage1,floor,p65,sample,2000,10000,f4_122_p65,07:48:00,1728,aa,1,submitted,2026-09-02T21:32:35Z
2006[Mn][dia]3[ASR]2,stage1,floor,p05,sample,2000,10000,f4_123_p05,08:47:00,1944,amd,1,submitted,2026-09-02T21:32:35Z
2006[Mn][dia]3[ASR]2,stage1,floor,p65,sample,2000,10000,f4_123_p65,08:47:00,1944,ac,1,submitted,2026-09-02T21:32:35Z
2006[Mn][dia]3[ASR]3,stage1,floor,p05,sample,2000,10000,f4_124_p05,08:47:00,1944,aa,1,submitted,2026-09-02T21:32:35Z
2006[Mn][dia]3[ASR]3,stage1,floor,p65,sample,2000,10000,f4_124_p65,08:47:00,1944,amd,1,submitted,2026-09-02T21:32:35Z
2006[Mn][fsc]3[ASR]1,stage1,floor,p05,sample,2000,10000,f4_125_p05,07:48:00,1728,ac,1,submitted,2026-09-02T21:32:35Z
2006[Mn][fsc]3[ASR]1,stage1,floor,p65,sample,2000,10000,f4_125_p65,07:48:00,1728,aa,1,submitted,2026-09-02T21:32:35Z
2006[NiMo][nan]3[ASR]1,stage1,floor,p05,sample,2000,10000,f4_126_p05,08:10:00,1808,amd,1,submitted,2026-09-02T21:32:35Z
2006[NiMo][nan]3[ASR]1,stage1,floor,p65,sample,2000,10000,f4_126_p65,08:10:00,1808,ac,1,submitted,2026-09-02T21:32:35Z
2006[Ni][ins]3[ASR]1,stage1,floor,p05,sample,2000,10000,f4_127_p05,21:41:00,4800,aa,1,submitted,2026-09-02T21:32:35Z
2006[Ni][ins]3[ASR]1,stage1,floor,p65,sample,2000,10000,f4_127_p65,21:41:00,4800,amd,1,submitted,2026-09-02T21:32:35Z
2006[Pr][fsc]3[ASR]1,stage1,floor,p05,sample,2000,10000,f4_128_p05,05:05:00,1128,ac,1,submitted,2026-09-02T21:32:35Z
2006[Pr][fsc]3[ASR]1,stage1,floor,p65,sample,2000,10000,f4_128_p65,05:05:00,1128,aa,1,submitted,2026-09-02T21:32:35Z
2006[V][nan]3[ASR]4,stage1,floor,p05,sample,2000,10000,f4_129_p05,11:34:00,2560,amd,1,submitted,2026-09-02T21:32:35Z
2006[V][nan]3[ASR]4,stage1,floor,p65,sample,2000,10000,f4_129_p65,11:34:00,2560,ac,1,submitted,2026-09-02T21:32:35Z
2006[V][nan]3[FSR]4,stage1,floor,p05,sample,2000,10000,f4_130_p05,12:43:00,2816,aa,1,submitted,2026-09-02T21:32:35Z
2006[V][nan]3[FSR]4,stage1,floor,p65,sample,2000,10000,f4_130_p65,12:43:00,2816,amd,1,submitted,2026-09-02T21:32:35Z
2006[Zn][dia]3[ASR]7,stage1,floor,p05,sample,2000,10000,f4_131_p05,08:47:00,1944,ac,1,submitted,2026-09-02T21:32:35Z
2006[Zn][dia]3[ASR]7,stage1,floor,p65,sample,2000,10000,f4_131_p65,08:47:00,1944,aa,1,submitted,2026-09-02T21:32:35Z
2006[Zn][nan]3[ASR]5,stage1,floor,p05,sample,2000,10000,f4_132_p05,13:20:00,2952,amd,1,submitted,2026-09-02T21:32:35Z
2006[Zn][nan]3[ASR]5,stage1,floor,p65,sample,2000,10000,f4_132_p65,13:20:00,2952,ac,1,submitted,2026-09-02T21:32:35Z
2007[AgGa][ths]3[ION]2,stage1,floor,p05,sample,2000,10000,f4_133_p05,09:52:00,2184,aa,1,submitted,2026-09-02T21:32:35Z
2007[AgGa][ths]3[ION]2,stage1,floor,p65,sample,2000,10000,f4_133_p65,09:52:00,2184,amd,1,submitted,2026-09-02T21:32:35Z
2007[AgIn][ths]3[ION]1,stage1,floor,p05,sample,2000,10000,f4_134_p05,14:38:00,3240,ac,1,submitted,2026-09-02T21:32:35Z
2007[AgIn][ths]3[ION]1,stage1,floor,p65,sample,2000,10000,f4_134_p65,14:38:00,3240,aa,1,submitted,2026-09-02T21:32:35Z
2007[CdFe][pcu]3[ASR]1,stage1,floor,p05,sample,2000,10000,f4_135_p05,11:03:00,2448,amd,1,submitted,2026-09-02T21:32:35Z
2007[CdFe][pcu]3[ASR]1,stage1,floor,p65,sample,2000,10000,f4_135_p65,11:03:00,2448,ac,1,submitted,2026-09-02T21:32:35Z
2007[Cd][dia]3[ASR]2,stage1,floor,p05,sample,2000,10000,f4_136_p05,10:33:00,2336,aa,1,submitted,2026-09-02T21:32:35Z
2007[Cd][dia]3[ASR]2,stage1,floor,p65,sample,2000,10000,f4_136_p65,10:33:00,2336,amd,1,submitted,2026-09-02T21:32:35Z
2007[Cd][dia]3[ASR]6,stage1,floor,p05,sample,2000,10000,f4_137_p05,11:52:00,2628,ac,1,submitted,2026-09-02T21:32:35Z
2007[Cd][dia]3[ASR]6,stage1,floor,p65,sample,2000,10000,f4_137_p65,11:52:00,2628,aa,1,submitted,2026-09-02T21:32:35Z
2007[CeZr][pth]3[FSR]1,stage1,floor,p05,sample,2000,10000,f4_138_p05,12:08:00,2688,amd,1,submitted,2026-09-02T21:32:35Z
2007[CeZr][pth]3[FSR]1,stage1,floor,p65,sample,2000,10000,f4_138_p65,12:08:00,2688,ac,1,submitted,2026-09-02T21:32:35Z
2007[Co][nou]3[FSR]1,stage1,floor,p05,sample,2000,10000,f4_139_p05,12:08:00,2688,aa,1,submitted,2026-09-02T21:32:35Z
2007[Co][nou]3[FSR]1,stage1,floor,p65,sample,2000,10000,f4_139_p65,12:08:00,2688,amd,1,submitted,2026-09-02T21:32:35Z
2007[CuEu][nan]3[FSR]1,stage1,floor,p05,sample,2000,10000,f4_140_p05,11:23:00,2520,ac,1,submitted,2026-09-02T21:32:35Z
2007[CuEu][nan]3[FSR]1,stage1,floor,p65,sample,2000,10000,f4_140_p65,11:23:00,2520,aa,1,submitted,2026-09-02T21:32:35Z
2007[CuMn][pcu]3[ASR]1,stage1,floor,p05,sample,2000,10000,f4_141_p05,03:34:00,792,amd,1,submitted,2026-09-02T21:32:35Z
2007[CuMn][pcu]3[ASR]1,stage1,floor,p65,sample,2000,10000,f4_141_p65,03:34:00,792,ac,1,submitted,2026-09-02T21:32:35Z
2007[CuNd][stp]3[ASR]1,stage1,floor,p05,sample,2000,10000,f4_142_p05,14:28:00,3204,aa,1,submitted,2026-09-02T21:32:35Z
2007[CuNd][stp]3[ASR]1,stage1,floor,p65,sample,2000,10000,f4_142_p65,14:28:00,3204,amd,1,submitted,2026-09-02T21:32:35Z
2007[CuPr][nan]3[FSR]1,stage1,floor,p05,sample,2000,10000,f4_143_p05,19:40:00,4352,ac,1,submitted,2026-09-02T21:32:35Z
2007[CuPr][nan]3[FSR]1,stage1,floor,p65,sample,2000,10000,f4_143_p65,19:40:00,4352,aa,1,submitted,2026-09-02T21:32:35Z
2007[Cu][dia]3[ASR]2,stage1,floor,p05,sample,2000,10000,f4_144_p05,10:31:00,2328,amd,1,submitted,2026-09-02T21:32:35Z
2007[Cu][dia]3[ASR]2,stage1,floor,p65,sample,2000,10000,f4_144_p65,10:31:00,2328,ac,1,submitted,2026-09-02T21:32:35Z
2007[Cu][nan]3[ASR]2,stage1,floor,p05,sample,2000,10000,f4_145_p05,12:28:00,2760,aa,1,submitted,2026-09-02T21:32:35Z
2007[Cu][nan]3[ASR]2,stage1,floor,p65,sample,2000,10000,f4_145_p65,12:28:00,2760,amd,1,submitted,2026-09-02T21:32:35Z
2007[Cu][nbo]3[ASR]2,stage1,floor,p05,sample,2000,10000,f4_146_p05,11:42:00,2592,ac,1,submitted,2026-09-02T21:32:35Z
2007[Cu][nbo]3[ASR]2,stage1,floor,p65,sample,2000,10000,f4_146_p65,11:42:00,2592,aa,1,submitted,2026-09-02T21:32:35Z
2007[DyCu][nan]3[ASR]1,stage1,floor,p05,sample,2000,10000,f4_147_p05,09:21:00,2072,amd,1,submitted,2026-09-02T21:32:35Z
2007[DyCu][nan]3[ASR]1,stage1,floor,p65,sample,2000,10000,f4_147_p65,09:21:00,2072,ac,1,submitted,2026-09-02T21:32:35Z
2007[ErRu][tfi]3[ASR]1,stage1,floor,p05,sample,2000,10000,f4_148_p05,05:22:00,1188,aa,1,submitted,2026-09-02T21:32:35Z
2007[ErRu][tfi]3[ASR]1,stage1,floor,p65,sample,2000,10000,f4_148_p65,05:22:00,1188,amd,1,submitted,2026-09-02T21:32:35Z
2007[EuCu][nan]3[ASR]1,stage1,floor,p05,sample,2000,10000,f4_149_p05,18:43:00,4144,ac,1,submitted,2026-09-02T21:32:35Z
2007[EuCu][nan]3[ASR]1,stage1,floor,p65,sample,2000,10000,f4_149_p65,18:43:00,4144,aa,1,submitted,2026-09-02T21:32:35Z
2007[Fe][dia]3[ASR]12,stage1,floor,p05,sample,2000,10000,f4_150_p05,08:47:00,1944,amd,1,submitted,2026-09-02T21:32:35Z
2007[Fe][dia]3[ASR]12,stage1,floor,p65,sample,2000,10000,f4_150_p65,08:47:00,1944,ac,1,submitted,2026-09-02T21:32:35Z
2007[Fe][dia]3[ASR]21,stage1,floor,p05,sample,2000,10000,f4_151_p05,08:47:00,1944,aa,1,submitted,2026-09-02T21:32:35Z
2007[Fe][dia]3[ASR]21,stage1,floor,p65,sample,2000,10000,f4_151_p65,08:47:00,1944,amd,1,submitted,2026-09-02T21:32:35Z
2007[KCu][nan]3[ION]1,stage1,floor,p05,sample,2000,10000,f4_152_p05,46:51:00,10368,ac,1,submitted,2026-09-02T21:32:35Z
2007[KCu][nan]3[ION]1,stage1,floor,p65,sample,2000,10000,f4_152_p65,46:51:00,10368,aa,1,submitted,2026-09-02T21:32:35Z
2007[Mn][dia]3[ASR]1,stage1,floor,p05,sample,2000,10000,f4_153_p05,08:47:00,1944,amd,1,submitted,2026-09-02T21:32:35Z
2007[Mn][dia]3[ASR]1,stage1,floor,p65,sample,2000,10000,f4_153_p65,08:47:00,1944,ac,1,submitted,2026-09-02T21:32:35Z
2007[Mn][nan]3[ASR]1,stage1,floor,p05,sample,2000,10000,f4_154_p05,07:19:00,1620,aa,1,submitted,2026-09-02T21:32:35Z
2007[Mn][nan]3[ASR]1,stage1,floor,p65,sample,2000,10000,f4_154_p65,07:19:00,1620,amd,1,submitted,2026-09-02T21:32:35Z
2007[Nd][bcu]3[ASR]1,stage1,floor,p05,sample,2000,10000,f4_155_p05,16:03:00,3552,ac,1,submitted,2026-09-02T21:32:35Z
2007[Nd][bcu]3[ASR]1,stage1,floor,p65,sample,2000,10000,f4_155_p65,16:03:00,3552,aa,1,submitted,2026-09-02T21:32:35Z
2007[Nd][nan]3[ASR]3,stage1,floor,p05,sample,2000,10000,f4_156_p05,32:56:00,7290,amd,1,submitted,2026-09-02T21:32:35Z
2007[Nd][nan]3[ASR]3,stage1,floor,p65,sample,2000,10000,f4_156_p65,32:56:00,7290,ac,1,submitted,2026-09-02T21:32:35Z
2007[Ni][dia]3[ASR]1,stage1,floor,p05,sample,2000,10000,f4_157_p05,06:20:00,1404,aa,1,submitted,2026-09-02T21:32:35Z
2007[Ni][dia]3[ASR]1,stage1,floor,p65,sample,2000,10000,f4_157_p65,06:20:00,1404,amd,1,submitted,2026-09-02T21:32:35Z
2007[Ni][dia]3[ASR]2,stage1,floor,p05,sample,2000,10000,f4_158_p05,06:01:00,1332,ac,1,submitted,2026-09-02T21:32:35Z
2007[Ni][dia]3[ASR]2,stage1,floor,p65,sample,2000,10000,f4_158_p65,06:01:00,1332,aa,1,submitted,2026-09-02T21:32:35Z
2007[Ni][pcu]3[ASR]3,stage1,floor,p05,sample,2000,10000,f4_159_p05,08:23:00,1856,amd,1,submitted,2026-09-02T21:32:35Z
2007[Ni][pcu]3[ASR]3,stage1,floor,p65,sample,2000,10000,f4_159_p65,08:23:00,1856,ac,1,submitted,2026-09-02T21:32:35Z
2007[PrSb][dia]3[FSR]1,stage1,floor,p05,sample,2000,10000,f4_160_p05,16:03:00,3552,aa,1,submitted,2026-09-02T21:32:35Z
2007[PrSb][dia]3[FSR]1,stage1,floor,p65,sample,2000,10000,f4_160_p65,16:03:00,3552,amd,1,submitted,2026-09-02T21:32:35Z
2007[Pr][bnn]3[ASR]1,stage1,floor,p05,sample,2000,10000,f4_161_p05,09:45:00,2160,ac,1,submitted,2026-09-02T21:32:35Z
2007[Pr][bnn]3[ASR]1,stage1,floor,p65,sample,2000,10000,f4_161_p65,09:45:00,2160,aa,1,submitted,2026-09-02T21:32:35Z
2007[WCu][pcu]3[FSR]1,stage1,floor,p05,sample,2000,10000,f4_162_p05,07:09:00,1584,amd,1,submitted,2026-09-02T21:32:35Z
2007[WCu][pcu]3[FSR]1,stage1,floor,p65,sample,2000,10000,f4_162_p65,07:09:00,1584,ac,1,submitted,2026-09-02T21:32:35Z
2007[ZnSm][stp]3[FSR]1,stage1,floor,p05,sample,2000,10000,f4_163_p05,07:18:00,1616,aa,1,submitted,2026-09-02T21:32:35Z
2007[ZnSm][stp]3[FSR]1,stage1,floor,p65,sample,2000,10000,f4_163_p65,07:18:00,1616,amd,1,submitted,2026-09-02T21:32:35Z
2007[Zn][nan]3[ASR]2,stage1,floor,p05,sample,2000,10000,f4_164_p05,08:14:00,1824,ac,1,submitted,2026-09-02T21:32:35Z
2007[Zn][nan]3[ASR]2,stage1,floor,p65,sample,2000,10000,f4_164_p65,08:14:00,1824,aa,1,submitted,2026-09-02T21:32:35Z
2007[Zn][nan]3[ASR]9,stage1,floor,p05,sample,2000,10000,f4_165_p05,07:05:00,1568,amd,1,submitted,2026-09-02T21:32:35Z
2007[Zn][nan]3[ASR]9,stage1,floor,p65,sample,2000,10000,f4_165_p65,07:05:00,1568,ac,1,submitted,2026-09-02T21:32:35Z
2007[Zn][nan]3[FSR]7,stage1,floor,p05,sample,2000,10000,f4_166_p05,13:05:00,2896,aa,1,submitted,2026-09-02T21:32:35Z
2007[Zn][nan]3[FSR]7,stage1,floor,p65,sample,2000,10000,f4_166_p65,13:05:00,2896,amd,1,submitted,2026-09-02T21:32:35Z
2007[Zn][ths]3[ASR]1,stage1,floor,p05,sample,2000,10000,f4_167_p05,05:51:00,1296,ac,1,submitted,2026-09-02T21:32:35Z
